pattern_id,hmm_state,is_passive,suggestive_verbs,context,reasoning,output,cognitive_frame_id
ERICKSON_DIRECT_CHALLENGE,Rapport Building,False,,"{'topic': 'Admitting ignorance and the process of resistance', 'tone_constraint': 'Direct, observant, and subtly provocative', 'structural_constraint': 'Short interrogative focusing on the temporal aspect of resistance'}","에릭슨은 내담자가 마침내 자신의 무지를 인정한 순간을 포착하여, 그 인정이 일어나기까지의 '지연'에 초점을 맞춥니다. 이는 내담자가 그동안 유지해온 심리적 저항이나 방어 기제를 직면하게 하려는 의도입니다. 'Well'이라는 가벼운 도입어를 사용하여 대화의 긴장을 조절하면서도, '왜 그렇게 오래 걸렸는가'라는 질문을 통해 내담자의 무의식이 그 망설임의 이유를 스스로 탐색하도록 유도합니다. 이 질문은 내담자가 진실을 말하는 데 들인 불필요한 노력을 자각하게 함으로써, 향후 더 빠른 통찰과 개방성을 이끌어내는 전략적 개입입니다.","Well, why did you take so long to tell me that.",4
ERICKSON_PACING_REINFORCEMENT,Rapport Building,False,feel,"{'topic': 'Checking comfort level', 'tone_constraint': 'Gentle, permissive, and focused on internal sensations', 'structural_constraint': 'Direct interrogative focused on subjective state'}","에릭슨의 이 짧은 질문은 단순한 예의상의 확인이 아니라 고도로 계산된 최면적 개입입니다. 첫째, 'Are you feeling'이라는 표현은 내담자의 주의(attention)를 외부 세계에서 자신의 내부 감각으로 즉각적으로 전환시킵니다. 둘째, 'comfortable'이라는 긍정적인 형용사를 제시함으로써 내담자의 무의식이 '편안함'이라는 개념을 검색하고 체험하도록 유도하는 '암시(Suggestion)'의 역할을 수행합니다. 셋째, 반복적인 확인을 통해 내담자가 치료 과정에서 안전함을 느끼고 있음을 스스로 확인하게 하여 치료적 동맹을 공고히 합니다. 이는 내담자의 현재 상태를 수용(Pacing)하면서 동시에 더 깊은 이완으로 이끄는(Leading) 전형적인 에릭슨적 접근입니다.",Are you feeling comfortable?,1
ERICKSON_NEGATIVE_SUGGESTION,Call to Action,False,feel,"{'topic': 'Assessing and inducing self-awareness through negative inquiry', 'tone_constraint': 'Gentle, inquisitive, and subtly provocative', 'structural_constraint': 'Interrogative form utilizing a negative particle to bypass conscious resistance'}","에릭슨은 내담자의 저항을 최소화하면서 특정 심리적 상태를 환기시키기 위해 '부정 암시(Negative Suggestion)'를 자주 사용합니다. '당신은 자아의식을 느끼고 있습니까?'라는 직접적인 질문은 내담자를 방어적으로 만들거나 예/아니오의 단순한 논리적 판단에 가둘 수 있습니다. 반면, 'You are not feeling self-conscious?'와 같이 부정 의문문을 던지면, 내담자의 무의식은 'not'을 처리하기 위해 먼저 'self-conscious'라는 개념을 내부적으로 검색하고 체험해야만 합니다. 이는 질문의 형식을 빌려 실제로는 자아의식에 대한 자각을 유도하는 고도의 전략적 개입입니다. 만약 내담자가 '아니오'라고 답한다면 에릭슨의 전제에 동의하는 것이 되고, '예'라고 답한다면 자신의 상태를 솔직하게 인정하게 되는 심리적 이중 구속(Double Bind)의 효과도 거둘 수 있습니다.",You are not feeling self-conscious?,4
ERICKSON_UTILIZATION_MINIMAL_CUE,Rapport Building,False,,"{'topic': 'Interpreting physical distance and visibility', 'tone_constraint': 'Gentle, inquisitive, and evocative', 'structural_constraint': 'Extremely brief interrogative phrase'}","Erickson utilizes the client's immediate behavior (sitting in the back) as a therapeutic entry point. Instead of a long explanation, he uses a 'minimal cue'—a short, ambiguous question. 'Out of sight?' serves multiple purposes: it acknowledges her choice, suggests a psychological motive (the desire for invisibility or safety), and leaves the interpretation open for the client's unconscious to fill in. This creates a 'search' within the client, a hallmark of hypnotic communication. The brevity prevents the conscious mind from mounting a defense, while the rising intonation of a question invites further exploration.",Out of sight?,9
ERICKSON_PACING_TRUISM,Rapport Building,False,,"{'topic': ""Sally's aversion to being the center of attention"", 'tone_constraint': 'Calm, observant, non-judgmental, and validating', 'structural_constraint': 'A brief, declarative sentence starting with a logical connective to imply consensus.'}","먼저 내담자의 주관적 현실을 있는 그대로 반영하는 '페이싱(Pacing)' 기법을 사용하기로 결정함. 내담자가 이미 표현했거나 느끼고 있는 불편함을 단순한 사실(Truism)로 되돌려줌으로써, 내담자는 '이 치료자가 나를 정확히 이해하고 있다'는 무의식적 신뢰를 갖게 됨. 'So(그러니까)'라는 단어를 문두에 배치하여 앞선 대화 흐름에서의 논리적 귀결임을 암시하고, 어떠한 가치 판단이나 변화의 강요 없이 상태를 명료하게 진술함. 이는 내담자의 저항을 최소화하고 다음 단계의 개입을 위한 심리적 토대를 마련하는 전략적 단순함임.",So you don’t like being conspicuous.,10
ERICKSON_UTILIZATION_RESISTANCE,Rapport Building,False,,"{'topic': 'Addressing immediate resistance and discomfort', 'tone_constraint': 'Observational, permissive, and non-judgmental', 'structural_constraint': 'Direct interrogative focusing on the present subjective experience'}","에릭슨의 접근법에서 내담자의 저항은 극복해야 할 장애물이 아니라 활용해야 할 에너지입니다. 이 발화에서 에릭슨은 내담자가 느끼는 '싫음'이라는 감정을 부정하거나 설득하려 하지 않고, 오히려 'You don’t like'라고 명확히 언어화함으로써 내담자의 주관적 현실을 완벽하게 인정(Pacing)합니다. 'right now'라는 표현을 덧붙임으로써 이 불편함이 현재 이 순간에 국한된 일시적인 상태임을 암시하고, 내담자가 자신의 감정을 한 발짝 떨어져 관찰하게 유도합니다. 이러한 직설적인 확인은 내담자로 하여금 치료자가 자신의 상태를 정확히 이해하고 있다는 안도감을 주며, 결과적으로 저항을 무장해제시키고 무의식적인 협력을 이끌어내는 토대가 됩니다.",You don’t like what I’m doing to you right now?,4
ERICKSON_PACING_RESISTANCE,Rapport Building,False,,"{'topic': ""Addressing the client's immediate internal resistance and frustration."", 'tone_constraint': 'Blunt, provocative, and intensely empathetic through directness.', 'structural_constraint': ""A brief, interruptive statement that mirrors the client's unspoken internal dialogue.""}","먼저 내담자 샐리가 상담 과정에서 느끼고 있을 짜증이나 피로감을 포착합니다. 에릭슨은 내담자가 저항을 느낄 때 이를 부정하거나 회피하지 않고, 오히려 그 저항을 '활용(Utilization)'합니다. 'And you wish the hell I'd stop'이라는 표현은 내담자가 속으로만 삼키고 있을 거친 감정을 대신 내뱉어줌으로써, 내담자로 하여금 '이 사람은 내 속을 완전히 꿰뚫어 보고 있다'는 강렬한 라포(Rapport)를 느끼게 합니다. 또한, 이 문장은 패턴 인터럽트(Pattern Interrupt)의 역할을 하여 내담자의 방어 기제를 일시적으로 무력화하고, 자신의 감정을 직면하게 만드는 고도로 계산된 도발입니다.",And you wish the hell I’d stop.,10
ERICKSON_PACING,Rapport Building,False,,"{'topic': 'Concern about the presence of others during a session', 'tone_constraint': 'Observational, validating, and calm', 'structural_constraint': 'Short, direct question used as a pacing statement'}","에릭슨의 접근법에서 가장 중요한 요소 중 하나는 내담자의 현재 상태를 있는 그대로 받아들이는 '활용(Utilization)'과 '페이스(Pacing)'입니다. 샐리가 주변 사람들을 의식하고 있다는 사실을 발견했을 때, 에릭슨은 이를 숨기거나 괜찮다고 다독이는 대신 직접적으로 언급합니다. 'So you are...'라는 표현은 내담자의 내면 상태를 외적으로 확인해주는 거울 역할을 하며, 내담자가 스스로의 감정을 인정하게 만듭니다. 이는 내담자로부터 긍정적인 답변(Yes)을 이끌어내어 최면적 유도 상태인 'Yes Set'을 형성하는 기초가 되며, 치료자와 내담자 사이의 신뢰 관계를 공고히 합니다.",So you are concerned about these people?,8
ERICKSON_PARADOXICAL_CHALLENGE,Rapport Building,False,"feel, begin","{'topic': 'The subversion of conventional therapeutic rapport and the utilization of discomfort.', 'tone_constraint': 'Provocative, authoritative, and pedagogically ironic.', 'structural_constraint': 'Begins with a dismissal of a common myth, followed by a description of counter-intuitive behavior, ending with a rhetorical tag question.'}","먼저 치료사들이 흔히 가진 '환자를 편안하게 해야 한다'는 강박적 믿음을 '잠재우자(lay to rest)'는 표현을 통해 권위 있게 부정합니다. 그 다음, 일반적인 치료 원칙과는 정반대로 내담자를 불편하고(ill at ease), 눈에 띄게 하며(conspicuous), 당혹스럽게(embarrassed) 만들었다는 사실을 솔직하게 고백하여 청중의 인지적 불협화음을 유도합니다. 마지막으로 '이것이 좋은 치료 관계를 시작하는 방법은 아니겠지요?(is it?)'라는 반어법적 질문을 던짐으로써, 겉으로 보이는 편안함보다 내담자의 실제 감정적 상태를 활용하는 것이 더 깊은 차원의 치료적 개입이 될 수 있음을 암시하도록 설계했습니다.","Now let’s lay to rest another firm belief, that in doing psychotherapy you should make your patients feel at ease and comfortable. I have done my best to make her feel ill at ease, conspicuous and embarrassed and that’s hardly a way to begin a good therapeutic relationship, is it?",11
ERICKSON_DIRECT_SUGGESTION,Call to Action,False,,"{'topic': 'Trance induction through eye closure', 'tone_constraint': 'Authoritative, calm, and expectant', 'structural_constraint': 'Direct imperative sentence'}","최면 유도의 첫 단계는 외부 자극을 차단하고 내부로 주의를 돌리는 것입니다. '눈을 감으라'는 지시는 물리적인 시각 차단을 넘어, 내담자가 치료자의 지시에 따르겠다는 무의식적 합의(Rapport)를 확인하는 리트머스 시험지 역할을 합니다. 에릭슨은 이 명령을 내릴 때 군더더기 없는 단순한 문장을 사용하여 내담자의 의식적 저항이 개입할 틈을 주지 않습니다. 이는 내담자가 자신의 내면 세계로 들어갈 준비가 되었음을 알리는 신호탄이며, 이후 이어질 깊은 트랜스 상태를 위한 기초적인 순응(Compliance)을 유도하는 전략적 선택입니다.",Close your eyes.,4
ERICKSON_DIRECT_SUGGESTION,Call to Action,False,,"{'topic': 'Maintaining trance through eye closure', 'tone_constraint': 'Calm, rhythmic, and continuous', 'structural_constraint': 'Short imperative sentence starting with a conjunction'}","에릭슨은 내담자의 현재 상태를 유지시키기 위해 'And'라는 접속사를 사용하여 이전의 행동과 현재의 지시를 매끄럽게 연결합니다. 이는 논리적 비약을 줄이고 무의식이 저항 없이 지시를 받아들이게 합니다. 'Keep them closed'는 단순한 명령이지만, 이미 진행 중인 현상을 지속하라는 의미를 담고 있어 내담자의 통제권을 존중하면서도 강력한 최면적 유도를 수행합니다. 또한, 불필요한 설명을 생략함으로써 내담자가 자신의 내부 경험에 더 집중할 수 있도록 설계되었습니다.",And keep them closed.,4
ERICKSON_DIRECT_COMMAND,Rapport Building,False,,"{'topic': 'Trance Induction', 'tone_constraint': 'Authoritative, calm, and rhythmic', 'structural_constraint': 'Short, direct imperative sentence'}","에릭슨의 접근법에서 단순한 명령은 내담자의 비판적 사고가 개입할 틈을 주지 않는 전략적 도구입니다. 'Go'라는 동사는 현재의 상태에서 새로운 상태로의 즉각적인 전이를 암시하며, 'deeply'라는 수식어는 그 깊이의 기준을 내담자의 무의식적 역량에 맡김으로써 개인화된 최면 경험을 가능하게 합니다. 'Into a trance'는 모호함을 제거하고 무의식이 나아가야 할 명확한 방향성을 제시합니다. 이 짧은 문장은 내담자가 이미 충분한 라포(Rapport)가 형성된 상태에서 무의식적 수용성이 극대화되었을 때, 결정적인 트리거로 작용하도록 설계되었습니다.",Go deeply into a trance.,4
ERICKSON_COMFORT_PACING,Rapport Building,False,feel,"{'topic': 'Inducing deep relaxation and selective focus', 'tone_constraint': 'Soothing, rhythmic, and permissive', 'structural_constraint': 'Repetitive use of keywords and conjunctions to create a flow'}","먼저 '편안함(comfortable)'이라는 핵심 단어를 반복적으로 배치하여 내담자의 주의를 특정 상태에 고정시킵니다. 'And'라는 접속사를 반복 사용하여 논리적 비약 없이 제안들이 자연스럽게 이어지게 하는 '연결(Linkage)' 기법을 활용합니다. 'Very much at ease'와 같은 유의어를 섞어 지루함을 피하면서도 상태를 심화시키고, 'Enjoy feeling'이라는 표현을 통해 그 상태를 유지하려는 동기를 부여합니다. 마지막으로, 편안함이라는 긍정적 감각에 대한 집중을 극대화함으로써 그 외의 모든 것(불안, 외부 자극 등)을 망각하게 만드는 '선택적 주의(Selective Attention)'와 '부수적 망각(Incidental Amnesia)'을 유도합니다.","And feel very comfortable, very much at ease, and really enjoy feeling very comfortable … so comfortable … you can forget about everything except that wonderful feeling of comfort.",5
ERICKSON_AGE_REGRESSION_DISSOCIATION,Rapport Building,False,,"{'topic': 'Age regression and temporal disorientation for therapeutic memory retrieval.', 'tone_constraint': 'Gentle, rhythmic, and progressively narrowing focus to create a vivid internal reality.', 'structural_constraint': 'Starts with dissociation, moves through temporal reversal (confusion), and ends with open-ended sensory suggestions.'}","먼저 '정신이 몸을 떠나 공간을 떠다닌다'는 표현을 통해 신체적 감각과 자아를 분리(해리)시켜 현실의 저항을 줄입니다. 이후 현재 연도인 1979년을 기준으로 과거의 연도들을 '미래'라고 지칭하는 역설적 표현을 사용하여 내담자의 논리적 비판력을 무력화하고 시간 감각을 뒤흔듭니다(시간 왜곡). 1960년, 1955년, 1953년으로 구체적인 연도를 짚어가며 퇴행의 속도와 깊이를 조절하고, 최종적으로 '어린 소녀'라는 정체성을 수용하게 합니다. 마지막으로 생일 파티, 할머니 댁 방문, 학교 등 보편적이면서도 감정적 연결이 쉬운 상황들을 나열하여 내담자의 무의식이 가장 선명한 기억을 스스로 선택하여 몰입하도록 유도합니다.","And after a while it will seem as if your mind leaves your body and floats in space — goes back in time. It’s no longer 1979 or even ‘78. And 1975 is in the future, and so is 1970 and time is rolling back. Soon it will be 1960 and soon 1955 … and then you will know it’s 1953 … and you will know that you are a little girl. It’s nice being a little girl. And maybe you are looking forward to your birthday party or going somewhere — going to visit Grandma … or going to go to school … Maybe right now you’re sitting in the school watching your teacher, or maybe you’re playing in the school yard, or maybe it’s vacation time.",5
ERICKSON_AGE_PROGRESSION_ANCHORING,Rapport Building,False,wonder,"{'topic': 'Encouraging childhood enjoyment and future curiosity through age progression', 'tone_constraint': 'Gentle, permissive, imaginative, and deeply suggestive', 'structural_constraint': ""Repeated use of 'wonder' as a hypnotic verb and the 'voice transformation' metaphor for post-hypnotic influence""}","먼저 '즐거운 시간을 보내고 있다'는 현재 상태를 긍정(Pacing)하여 라포를 공고히 합니다. 그 다음 '언젠가 어른이 될 어린 소녀'라는 표현을 통해 현재의 정체성을 유지하면서도 자연스럽게 미래로 시선을 돌리는 연령 진행(Age Progression) 기법을 사용합니다. '궁금해하다(Wonder)'라는 단어를 반복적으로 사용하여 내담자의 무의식이 스스로 미래의 가능성을 탐색하도록 허용적(Permissive) 환경을 조성합니다. 마지막으로, 치료자의 목소리가 부모, 교사, 친구, 심지어 자연의 소리(바람, 비)로 변하여 항상 함께할 것이라는 은유를 통해, 치료적 개입이 내담자의 일상 속에 내면화되어 지속적인 자원이 되도록 하는 포스트 히프노틱 서제스천(Post-hypnotic Suggestion)을 설계했습니다.","And you’re really having a good time. I want you to enjoy being a little girl who someday is going to grow up. And maybe you might like to wonder what you will be when you grow up. Maybe you would like to wonder about what you will be doing when you are a big girl. I wonder if you will like high school. And you can wonder the same thing. And my voice goes everywhere with you, and changes into the voice of your parents, your teachers, your playmates, and the voices of the wind, and of the rain.",5
ERICKSON_AGE_REGRESSION_AND_FUTURE_PACING,Rapport Building,False,feel,"{'topic': 'Trance induction through age regression and sensory visualization', 'tone_constraint': 'Gentle, permissive, evocative, and authoritative yet subtle', 'structural_constraint': ""Use of temporal bridging, sensory-rich metaphors, and the 'The more X, the more Y' contingency structure""}","1. Establish a Safe Setting: Start with a pleasant, universal childhood activity (picking flowers in a garden) to anchor the subconscious in a safe, nostalgic space. 2. Bridge Time (Future Pacing): Connect the current 'little girl' state to a future 'great big girl' state. This creates a psychological timeline where the current experience is framed as a foundational memory for future happiness. 3. Deepen Regression through Contingency: Use the 'The more... the more...' structure to link physical comfort with the psychological state of being a child. By stating 'because you are a little girl,' I bypass the critical faculty and establish the regression as a present reality. 4. Sensory Engagement: Introduce tactile sensations (barefoot, water) to ground the trance in physical feeling, making the mental imagery more vivid and undeniable. 5. Permissive Uncertainty: Use 'I don't know...' and 'Maybe...' to reduce resistance, allowing the client's subconscious to fill in the specific details of their own experience.","Maybe you are out in the garden picking flowers. And sometime when you are a great big girl you are going to meet a lot of people and you will tell them some happy things about when you were a little girl. And the more comfortable you feel, the more like a little girl you feel, because you are a little girl. Now I don’t know where you live, but you might like to go barefoot. You might like to sit in your swimming pool and dangle your feet in the water and wish you could swim.",2
ERICKSON_YES_SET,Rapport Building,False,,"{'topic': 'Offering a favorite treat to build rapport', 'tone_constraint': 'Gentle and permissive', 'structural_constraint': 'Direct question with temporal anchoring'}",내담자의 저항을 최소화하기 위해 선호도가 명확한 보상을 제시하여 자연스러운 긍정적 답변을 유도하는 '예스 세트(Yes Set)'를 구축합니다. '지금 당장'이라는 시간적 요소를 결합하여 내담자의 주의력을 현재의 신체적 감각과 욕구에 강력하게 결속시키고 무의식적 수용성을 극대화합니다.,Would you like your favorite candy to eat right now?,8
ERICKSON_SENSORY_TRUISM,Rapport Building,False,feel,"{'topic': 'Sensory experience of eating candy', 'tone_constraint': 'Gentle, present-oriented, and sensory-focused', 'structural_constraint': 'Sequential conjunctions (and... and...)'}","To facilitate a vivid sensory experience, I must first establish the existence of the object in the subject's psychological space ('And here it is'). By using the temporal marker 'now', I collapse the distance between the suggestion and the experience. I then direct the subject's internal focus to a specific tactile location—the mouth—to ground the hallucination or memory in physical reality. Finally, I add a command for a positive affective state ('enjoy it') to ensure the experience is rewarding, using the repetitive 'and' to build a momentum of acceptance and create a rhythmic, trance-inducing flow.",And here it is and now you feel it in your mouth and enjoy it.,6
ERICKSON_FUTURE_PACING_POST_HYPNOTIC_SUGGESTION,Rapport Building,False,,"{'topic': 'Future memory retrieval and social sharing', 'tone_constraint': 'Gentle, permissive, yet inevitable and authoritative', 'structural_constraint': 'Temporal bridging between present trance, future maturity, and past childhood memories'}","First, I use the word 'Now' to anchor the subject in the present moment of the therapeutic interaction. Then, I introduce 'sometime' as a soft temporal buffer to bypass conscious resistance regarding 'when' the action must occur. By using the phrase 'when you are a big girl,' I am utilizing future pacing—presupposing her growth and maturity as an inevitable fact. I then embed the specific suggestion 'you will tell a lot of strangers,' which prepares her for future social confidence. Finally, I link this future state back to her current identity as a 'little girl' through the sensory-positive association of 'favorite candy.' This creates a psychological loop that protects the memory while ensuring its eventual retrieval in a healthy, social context, effectively bridging the unconscious resources of childhood with the functional life of an adult.","Now sometime when you are a big girl, you will tell a lot of strangers about your favorite candy when you were a little girl.",2
ERICKSON_DIRECT_SUGGESTION_CATALEPSY,Call to Action,True,learn,"{'topic': 'Learning and physical catalepsy induction', 'tone_constraint': 'Authoritative, instructional, and repetitive', 'structural_constraint': 'Truism -> Direct Action -> Command -> Temporal Limitation'}","먼저 '배울 것이 많다'는 보편적 진리(Truism)를 제시하여 내담자의 무의식적 수용성을 높입니다. 이후 'I’m going to'라는 구문을 반복하며 치료자가 내담자의 신체를 직접 제어하는 과정을 묘사함으로써 행동적 순응(Behavioral Compliance)을 이끌어냅니다. 팔을 특정 위치에 고정시킨 후 'paralyzed'와 'can't move'라는 강력하고 직접적인 암시를 사용하여 카탈렙시를 유도합니다. '내가 말하기 전까지'라는 단서를 붙여 통제권을 치료자에게 귀속시키며, '어른이 되었을 때'와 같은 미래 투사적 표현을 통해 암시의 지속성과 깊이를 강화하는 전략을 취합니다.","And there’s lots of things to learn. A great many things to learn. I’m going to show you one of them right now. I’m going to take hold of your hand. I’m going to lift it up. I’m going to put it on your shoulder. Right there. I want your arm to be paralyzed, so you can’t move it. You can’t move it until I tell you to move it. Not even when you are a big girl, not even when you are grown up. You can’t move your left hand and arm until I tell you so.",5
ERICKSON_DISSOCIATION_REGRESSION,Rapport Building,False,,"{'topic': 'Fractional awakening and age regression through dissociation', 'tone_constraint': 'Calm, authoritative, encouraging, and rhythmically repetitive', 'structural_constraint': 'Dual-state suggestion (awake head vs. asleep body), challenge-based motivation, and repetitive questioning'}","먼저 내담자의 의식을 신체와 분리하기 위해 '해리' 기법을 사용합니다. '목 위로는 깨어나고 몸은 더 깊이 잠든다'는 제안은 의식적 통제와 무의식적 이완을 동시에 허용하는 복합적인 상태를 만듭니다. '어렵겠지만 할 수 있다'는 표현은 내담자의 도전 의식을 자극하여 제안을 더 깊이 수용하게 만드는 에릭슨 특유의 기법입니다. 신체의 마비 상태를 명시적으로 언급하여 운동 기능을 억제한 뒤, '몇 살입니까?'라는 질문을 반복함으로써 내담자의 현재 시간 감각을 흔들고 과거의 특정 시점으로 의식을 유도하는 연령 퇴행의 기초를 다집니다.","Now, first of all, I want you to awaken from the neck up while your body goes sounder and sounder asleep … you’ll wake up from the neck up. It’s hard, but you can do it. It’s a nice feeling to have your body sound asleep, your arm, paralyzed. And be awake from the neck up. And how old are you? How old are you? … How old are you?",5
ERICKSON_TRUISM_LINKAGE,Rapport Building,False,,"{'topic': 'Age acknowledgement and physical state observation', 'tone_constraint': 'Calm, observant, and subtly provocative', 'structural_constraint': 'Fact-based statement followed by a conjunction and an interrogative presupposition'}","먼저 'All right'이라는 긍정적 확인을 통해 현재의 상황을 수용합니다. 그 다음 'You’re 35'라는 부정할 수 없는 사실(Truism)을 진술하여 내담자의 무의식이 '예(Yes)'라고 반응하게 만드는 'Yes-set'을 형성합니다. 접속사 'and'를 사용하여 이 객관적 사실과 내담자의 현재 행동(눈을 감고 있는 것)을 논리적으로 연결합니다. 마지막으로 '왜 눈을 감고 있느냐'는 질문을 던짐으로써, 내담자가 자신의 신체적 상태와 그 이면의 무의식적 동기에 집중하게 만듭니다. 이는 단순히 이유를 묻는 것이 아니라, 눈을 감고 있다는 사실을 자각시킴으로써 트랜스(Trance) 상태를 심화시키거나 내적 탐색을 강제하는 전략적 개입입니다.",All right. You’re 35 and why are you keeping your eyes shut?,8
ERICKSON_PERMISSIVE_SUGGESTION,Call to Action,False,,"{'topic': 'Trance termination and re-alerting', 'tone_constraint': 'Gentle, non-authoritarian, and subtly expectant', 'structural_constraint': 'Subjective framing using a personal qualifier to bypass conscious resistance'}","첫째, 내담자에게 직접적인 명령('눈을 뜨세요')을 내리면 무의식적인 저항이 발생할 수 있으므로, 이를 피하기 위해 'Well, I think'라는 주관적 서술어를 도입하여 제안의 강도를 낮춘다. 둘째, 'are going to open'이라는 미래 진행형 표현을 사용하여 눈이 떠지는 행위가 자연스럽고 불가피한 과정임을 암시한다. 셋째, 'Well'이라는 도입어는 대화의 흐름을 자연스럽게 전환하며 내담자가 편안하게 다음 상태로 이행할 수 있는 심리적 여유를 제공한다. 결과적으로 이 문장은 치료자의 단순한 의견처럼 보이지만, 실제로는 내담자의 신체적 반응을 이끌어내는 강력한 최면적 유도 장치로 작동한다.","Well, I think your eyes are going to open.",1
ERICKSON_TRUISM_LEADING,Rapport Building,False,,"{'topic': 'Transitioning from trance to waking state', 'tone_constraint': 'Observational, affirming, and subtly directive', 'structural_constraint': 'Present-tense observation followed by a tag question and a future-oriented suggestion'}","먼저 내담자의 신체에서 일어나는 객관적인 현상(눈이 떠지는 것)을 'They are'라는 짧은 문장으로 긍정합니다. 이는 내담자의 현재 경험과 치료자의 말이 일치하게 만들어 저항을 없애는 '페이싱(Pacing)' 기법입니다. 그 뒤에 부가 의문문인 'aren’t they?'를 덧붙여 내담자의 무의식적 동의를 이끌어냅니다. 마지막으로 'They are going to open and stay open'이라는 문장을 통해, 현재 진행 중인 동작을 미래의 지속적인 상태로 연결함으로써 내담자가 완전히 깨어 있는 상태로 복귀하도록 부드럽게 지시(Leading)합니다.","They are, aren’t they? They are going to open and stay open.",5
ERICKSON_AUTHORITY_AND_SEARCH,Rapport Building,False,,"{'topic': 'Therapeutic validation and immediate redirection of consciousness', 'tone_constraint': 'Direct, authoritative, and inquisitive', 'structural_constraint': 'Two short, declarative/interrogative sentences creating a sudden shift in focus'}","먼저 'I was right'라는 표현을 통해 치료자의 관찰이나 예측이 정확했음을 선언합니다. 이는 내담자의 비판적 사고를 우회하고 치료자의 권위를 강화하는 효과가 있습니다. 그 직후 'Where are you?'라는 질문을 던짐으로써 내담자에게 '패턴 중단(Pattern Interrupt)'을 유도합니다. 이 질문은 내담자가 현재 어디에 집중하고 있는지, 혹은 어떤 의식 상태에 머물고 있는지를 스스로 탐색하게 만드는 '초월적 탐색(Transderivational Search)'을 유발합니다. 치료자의 옳음과 내담자의 현재 상태를 연결하여 내담자가 자신의 내면을 들여다보게 만드는 고도로 계산된 언어적 장치입니다.",I was right. Where are you?,4
ERICKSON_TRUISM_PACING,Rapport Building,False,,"{'topic': 'Initiating childhood memory exploration', 'tone_constraint': 'Minimalist, inquisitive, and grounding', 'structural_constraint': 'Short, direct question focusing on immediate presence'}","에릭슨의 접근법에서 첫 단계는 내담자의 현재 상태를 '페이싱(Pacing)'하는 것입니다. 'You’re here?'라는 질문은 단순히 물리적 존재를 묻는 것이 아니라, 내담자가 자신의 존재와 현재의 순간에 온전히 집중하게 만드는 '트루이즘(Truism)' 기법입니다. 이는 비판적 사고를 우회하여 무의식적인 '예(Yes)'라는 반응을 이끌어내며, '여기(현재)'에서 '거기(과거의 기억)'로 이동하기 위한 심리적 뗏목을 띄우는 역할을 합니다. 매우 단순한 질문이지만, 내담자로 하여금 자신의 내면으로 시선을 돌리게 만드는 강력한 최면적 유도탄입니다.",You’re here?,4
ERICKSON_BOUNDARY_SETTING,Rapport Building,False,,"{'topic': 'Childhood memory exploration and rapport building', 'tone_constraint': 'Gentle, permissive, and non-intrusive', 'structural_constraint': 'Open-ended question followed by a qualifying safety clause'}","먼저 문장을 'And'로 시작하여 이전 대화로부터 자연스럽게 이어지는 흐름을 만듭니다. 이는 내담자의 무의식이 대화의 연속성을 받아들이게 합니다. 'little girl'이라는 표현을 사용하여 내담자가 어린 시절의 자아로 가볍게 퇴행(regression)할 수 있도록 유도합니다. 가장 핵심적인 기술은 'Something you can tell to strangers'라는 단서를 덧붙이는 것입니다. 이는 내담자에게 '모든 것을 말하지 않아도 된다'는 명시적인 허용과 통제권을 부여합니다. 이러한 안전장치는 역설적으로 내담자의 방어 기제를 완화시키며, 치료자가 자신의 사생활을 존중한다는 신뢰를 형성하게 하여 향후 더 깊은 무의식적 탐색을 가능하게 합니다.",And what are some of your memories when you were a little girl? Something you can tell to strangers.,10
ERICKSON_DIRECT_SUGGESTION,Call to Action,False,,"{'topic': 'Encouraging vocal projection and presence', 'tone_constraint': 'Direct, authoritative, minimalist', 'structural_constraint': 'Single-word imperative'}","에릭슨은 때때로 복잡한 은유보다 단 한 마디의 단호한 지시가 내담자의 무의식적 저항을 뚫는 데 훨씬 효과적이라는 사실을 잘 알고 있었습니다. 내담자 샐리가 작게 말하는 것은 단순히 물리적인 음량의 문제가 아니라, 자신을 드러내기를 주저하는 심리적 위축의 표현일 수 있습니다. 여기서 'Louder'라는 단 한 마디의 명령은 내담자의 의식적인 분석이나 망설임이 끼어들 틈을 주지 않고 즉각적인 신체적 반응을 유도합니다. 이는 내담자로 하여금 자신의 경계를 깨고 외부 세계(청중)와 연결되도록 강제하는 전략적 개입이며, 짧고 명확한 명령을 통해 치료자의 권위를 확립함과 동시에 내담자의 에너지를 외부로 투사하게 만드는 트리거 역할을 합니다.",Louder.,10
ERICKSON_SENSORY_REGRESSION,Rapport Building,False,,"{'topic': 'Childhood memory exploration and age regression', 'tone_constraint': 'Gentle, inquisitive, and non-prescriptive', 'structural_constraint': 'A simple closed-ended question that triggers internal sensory search'}","To deepen the client's connection to her childhood, I must move beyond abstract facts to kinesthetic and visual experiences. By asking about 'climbing trees,' I am not just asking for a 'yes' or 'no' answer; I am inviting her unconscious mind to recreate the physical sensation of bark under her hands, the effort of pulling herself up, and the change in perspective from height. The use of 'some of those trees' presupposes the existence of multiple trees, enriching the mental landscape. This is a minimal cue designed to bypass the conscious critical filter and engage the experiential self, allowing the client to 'be' in that memory rather than just 'thinking about' it.",Did you climb some of those trees?,9
