text,dominant_topic,topic_contribution
내가 모르는 할머니들은 아주 많습니다.,9,0.6999999999759748
I’ve written a lot of papers.,8,0.81999729912319
"I am happy to meet you again, Barbara.",6,0.3666668257466787
May I come in?,7,0.5499876153244402
Are you in trance?,4,0.5499995784050776
You want to tell me something,6,0.69995679417246
Tell it to me.,6,0.5499999217497672
Certainly.,7,0.5499999999261465
It’s all right to know just the answer.,2,0.635062138996816
Yesterday... what’s your first name?,8,0.5499999956998548
"Sally came in late. I laughingly made fun of her, embarrassed her, made her uncomfortable. I don’t know if I irritated you. Certainly, it wasn’t the type of treatment you expected. And yet she went into a trance because she came here to learn something. And I think you learned something.",1,0.39468164240128795
"And in psychotherapy you listen to your patient, knowing that you don’t understand the personal meanings of his vocabulary. I can tell a German that something is wonderful. He can tell me, it is “wonderful” or he can tell me it’s “wunderbar.” And I can wonder what’s the difference between “wunderbar” and “wonderful.” And there is a difference. So you listen to your patient knowing he has personal meanings for his words and you don’t know his personal meaning. And he doesn’t know your personal meanings for words. You try to understand the patient’s words as he understands them.",2,0.3461102933931558
"Enjoy your trip to Dallas. Enjoy your trip back, and tell me how much you enjoyed it.",6,0.5857138016393392
Enjoy the trip there and back.,6,0.3666641812836651
"I hope I’ve taught you something about psychotherapy. The importance of seeing and hearing and understanding, and getting your patient to do something.",1,0.5483211309702671
It is all right to know the answer,5,0.28414663271831253
"When you get the patient to do the main work, all the rest of it falls in place.",1,0.32508702824471125
"Take a seat, Erickson.",1,0.36666662139967804
"Erickson, you have got a very bad limp. I don’t know how you got it. It’s none of my business. I got mine in World War I. I’ve had 29 operations on my leg for osteomyelitis. I will always have a bad limp. Now, Erickson, if you are interested in psychiatry, you can be a success. That limp of yours will evoke the maternal feelings of all female patients. And that limp of yours will tell all the male patients that you are nobody to be afraid of, you are just a cripple and a no-account. So they won’t mind talking to you, because you don’t amount to much. You are a cripple.",1,0.28289349565012617
"So, you walk around with a blank face, your eyes open, your ears open.",3,0.8874810599070079
"Initial it, date it and lock it up.",8,0.5499999996453747
Don’t bet on it.,7,0.6999945614858507
"Ms. X, look up that envelope dated about a month ago.",2,0.40924957106617205
"Either Debbie is having a torrid love affair, or she is secretly married and making a good sexual adjustment.",0,0.48734935818382646
"Well, practically.",0,0.1
"Mary, you began menstruating this morning",3,0.2750001732112801
"Mary, your husband came home last night.",1,0.6658356566261712
"You are adults and my peers. I won’t look at you. I will read faces and if any of you dislikes me, I’ll know it. And you two know it too, don’t you? That I can read faces?",8,0.5758869881644738
I told them it would take some time for me to rearrange my program.,0,0.5028277729529569
No. I wouldn’t,5,0.5499999999310501
"We were walking down the street behind a very obese woman, about five by five in dimensions, and your husband asked me if I wouldn’t like to get my hands on that rear end. I told him I didn’t have any desire to do so. And he told me he did.",1,0.4326671262572614
That’s what he said and he said it with great feeling.,1,0.491718407018762
lovemaking in any position that is enjoyed by both is correct. Anything that is not enjoyed by one is wrong.,6,0.3316814388103941
"Now why didn’t that professor in three years of psychoanalysis find out that his wife’s boyish hips were wrong? Why didn’t she in two years of psychoanalysis, five times a week, find out that her husband liked a large derrick?",1,0.3686144832636387
"Keep your mouth shut, don’t say anything, until you have heard what I have to say. Your trouble is that you haven’t read the Song of Solomon. It’s in the Bible beside your table, but you haven’t read it. That is your problem. Now since you haven’t read the Song of Solomon, I’ll explain it to you. I’ve watched you for about a year, taking care of other women’s little children, giving up your days off to do that.",2,0.3553772094343989
"You always ask the mother if you can give them a stick of gum, some candy or a toy, if you can take care of them while they are visiting their sick relative. So I know you like children. And you think because you’ve got such a great big fanny, no man will ever look at you. You would know better if you had weight read the Song of Solomon.",8,0.6073930139710024
I doubt if any of you ever read the Song of Solomon? You have?,8,0.3666682607823059
"당신과 결혼하고 싶어 할 남자, 당신과 사랑에 빠질 그 남자는 당신의 그 크고 풍만한 엉덩이를 보며 오직 아이들을 위한 요람만을 떠올릴 겁니다. 그는 많은 아이의 아버지가 되고 싶어 하는 사람일 것이고, 당신에게서 아이들을 위한 아름다운 요람을 보게 되겠지요. 자, 이제 딸꾹질을 지금 당장 멈추지는 마세요. 밤 10시 30분이나 11시쯤 되었을 때 멈추도록 하세요. 그래야 모든 사람이 그것을 자연스러운 치유라고 생각할 것이고, 내가 개입했다는 사실을 모를 테니까요. 그냥 계속 딸꾹질을 하세요. 그러면 사람들은 나 역시 치료에 실패했다는 걸 알게 되겠지요. 내가 떠난 후에 침대 옆에 있는 성경의 '아가'를 읽어보세요.",9,0.960869565205341
Because her nose points west.,3,0.525001504212142
I came from Chicago. That’s south of Wisconsin.,6,0.5984534301583105
Because he had one blue eye and one white eye.,3,0.4200022720719991
Eyes are blue or brown or black.,8,0.36665902433186937
Your father had one blue eye. He was cross-eyed and only the white of the right eye showed at certain times.,3,0.42378998825484454
I’ve never seen his white eye.,7,0.23683256768977115
"No, the day we got married, both eyes looked straight forward.",0,0.3870914615151281
Did that eye ever turn back again?,8,0.5250038886078325
"Yes, once. He went to St. Louis and tried to enlist with Teddy Roosevelt’s Rough Riders. They turned him down on vision. He came home with one blue eye and one white eye. But after he got home he started thinking. He had a wife and a daughter to support. He better do the right thing. So he had two blue eyes again.",1,0.45260294619723973
Ask and you shall learn. What time is it?,0,0.5997331674968788
"I can count to four. Stranger, will you come up here and sit in this chair, please? And did you happen to notice that I didn’t ask her to leave that chair?",8,0.46922836165718446
Now the others know this. How many fingers do you have?,5,0.37660512293208676
Counting your thumbs as a finger.,5,0.6999999998668038
Which is it? Five or ten?,0,0.1
You sure?,8,0.5499999999254003
"Now, put your hands on your thighs. Does it make any difference if you count them this way? Or if you count them this way? Do you get the correct count each way?",0,0.5462555948979344
You sure?,8,0.5499999999254003
"And if you add the fingers on one hand to the fingers on the other, will you get the correct answer?",5,0.7086672323556078
I think you’ve got 11 fingers.... Do you really think I’m mistaken?,8,0.6181275461628626
"Well, you count as I point.",5,0.69998346909973
That’s the way you count them?,5,0.36666655418444355
"Well, I think you’ve got 11 fingers. You said it didn’t make any difference if you count this way or that way. (Erickson gestures.) And that the fingers from one hand added to the fingers of the other hand give the correct number. Correct?",0,0.24397575047612452
And you understood?,3,0.5499999998266085
"Ten, nine, eight, seven, six, and five is 11.",1,0.6999954381478793
Is this the first time you knew you had 11 fingers?,0,0.41999246037636434
Don’t you think you should have studied harder in school?,6,0.4719581426568656
I think so too. Do you know your right hand from your left hand?,3,0.5489576963870942
You are sure of that?,8,0.5499999999254003
"Put that hand behind you. (Pointing to her left hand.) Now, which hand is left?",3,0.8499999674738027
So your right hand is your left hand? I think she ought to go back to school.,6,0.46144797583998987
That’s a nice technique in working with children. I think I will do one more thing for the group. (To Stu) Can you get this card for me?,8,0.44306609278066494
"Now read this carefully, but don’t betray your understanding of it. Pass it along without betraying your understanding.",9,0.3875008987473297
Now what did you read?,8,0.6999999999790787
Read it aloud.,8,0.5499999999352244
Tell us what you read.,6,0.366666709431427
Any of the rest of you read anything different?,2,0.524986632640692
Repeat your answer.,4,0.36666306197670373
Illustrate.,5,0.5499999995926861
"The instructions were read in every possible way, the material enclosed in the parenthesis. And I look at it and I see “OIL” and “HELL.”",7,0.5032263886199402
"Now, why didn’t you obey the instructions to read it every possible way?",7,0.34999892089500145
But you both read English,8,0.3666679152312957
"And when you listen to the patient listen to what you hear, then get over in that chair and listen again, because there is another side to the story. And there is another side to this. I’ll tell you of an experience I had. Mrs. Erickson and I were in Mexico City. A dentist invited us to have dinner in his home. The dentist was very proud of his wife and he told us what a great artist she was. And his wife said that wasn’t so. She could do a little sketching and that was all, and it wasn’t very good sketching. The dentist said it was marvelous sketching. And against her wishes he brought out a half a dozen of her sketches.",1,0.5064080812347351
"Anybody who has enough talent to conceal hundreds of miniature faces with different expressions on them in a border and nobody can see them, and the artist not even know they are there, has to be a good artist.",0,0.3991175012461798
"Now she is a well-known artist in Mexico City and she runs the city art gallery. When you look at things, look at them. When you listen to patients, listen carefully and try to think what is the other side of the story. Because if you just hear the patient’s story, you really don’t know all of the story. When you turn the patient’s story upside down, you read “OIL” and “HELL.”",6,0.42457035510261576
"I think that is enough for you to try to digest until tomorrow. And those of you who haven’t gone to Squaw Peak, do so. And those of you who haven’t gone to the Botanical Gardens and the Heard Museum, take advantage of it tomorrow morning. It is four o’clock now and the Heard Museum doses at five, so does the Botanical Gardens, so does the Zoo. Squaw Peak is always open.",1,0.2935773801487419
"Then this is the last time I’ll see you, because I don’t get out of bed until about 15 minutes to twelve tomorrow. As for my fee, I haven’t made it clear to you. My fee is very flexible. I tell my students to pay whatever you can do comfortably. My basic fee is $40.00 an hour. I couldn’t in good conscience ask each of you to pay that. You know how many hours you have been here, and you can pay your proportionate share of that amount. If you fell awfully affluent, you can leave an even bigger check. I plan to keep on living no matter what I get. And should I take this innocent young creature in and show her what a genie is?",1,0.5551740379057906
If you please.,0,0.1
I’m going to take this innocent young creature in and show her Aladdin’s Lamp. With a real genie!,5,0.5866697188162496
Tell it to me again!,6,0.5499999217497672
Does anybody know how Pope John Paul was selected?,8,0.3980509978173452
No. The cardinals couldn’t reach a decision; they took a recess and took a poll.,8,0.41999936420591627
"Here is another American joke. A lady saw a short-tailed cat at the railroad station and she asked the station keeper, “Manx?” And he said, “No, from two to two to two two.”",1,0.26251150535062223
"And most Americans don’t get it. The Manx cat out of Manx, England is naturally short-tailed. When the station master said, “Nope, from two to two to two two,” he was referring to the train that arrived at two minutes to two and left at two minutes past two, and ran over the cat’s tail and amputated it.",1,0.42724314059063356
"And are there any Australians here? Because a New Zealander told me about Australians. He said Australians do not know the difference between a buffalo and a bison. Now do any of you know why? An Australian knows what a buffalo is, but he thinks that a bison is what he washes his face in.",7,0.46875777423154946
"Is this a conspiracy against me? This week everybody (which is an inaccurate statement) wants me to figure out how old they are. They put down their date of birth, and give the ages of their siblings. Well, Bonnie, whoever you are....",1,0.4708417610995498
"You remind me of the good old days of teaching in the medical school. Please put the date on it. And, Ruth, have you an objection to the date?",8,0.4907565220656963
The date. And you are also asking me to figure out how old you are?,8,0.41999999522861586
"And I’d tell my medical students the final examination will take place in Science Hall at 2:00 p.m. on Tuesday, the 12th. I said it very slowly, “Science Hall, Tuesday, at two o’clock in room 222.” And I’d walk off and return for a look and here’s everybody and they are saying, “What did he say? What did he say?” Now, will you tell me your name again?",8,0.4203378412689227
How do you like sitting next to Count Dracula?,2,0.41999979369972745
You haven’t met him at midnight.,2,0.36666669990509887
"Now, for some of you I will repeat: Our conscious life, our conscious mind deals with our state of awareness which is a divided state of awareness. You came here to find out what I had to say. At the same time you are dividing your attention between me, the other people here, the bookcases on the walls, the pictures and everything else.",5,0.7523975243556574
"Now, the unconscious mind is a vast storehouse of your memories, your learnings. It has to be a storehouse because you cannot keep consciously in mind all the things you know. Your unconscious mind acts as a storehouse. Considering all the learnings you have acquired in a lifetime, you use the vast majority of them automatically in order to function.",5,0.9470514358346632
"Now, it was a long, hard job for you to learn how to talk. And now you can start in the morning and finish at night and you never bother about how do you say this syllable, how many syllables in each word, what are the right sounds, and so on. You never stop to think about that. But there was a time when you said, dink wa wa and thought you were saying, “Drink of water.” And now you use an adult vocabulary without that awful effort of infancy, of saying, dink wa wa. In infancy, you actually had to be consciously aware of exactly what you were saying and consciously remember to not say, dink dink wa wa but dink wa wa.",5,0.4867967713052302
"I remember one of my daughters learning to talk would say, “Climb stairs, tip-tip, tip-tip, tip-tip..., Gonna put blank-blank on my doll-doll.” And now she says, “I walk up the steps and I put the blanket on the doll.” But she always repeated many of the words and she called her brother, “La la.” His name is Lance.",3,0.40570624414073686
"Now in psychotherapy — if you want to do psychotherapy — you have to learn, first of all, that each of us has a different meaning to the words used in common. The word “running” has 142 meanings in English. You can say the word “run,” and the girl who is conscious of the run in her stocking can become embarrassed. The fact is that you were talking about a run of luck in cards, or a run of fish, or the way the government is run, or how does a horse run, and how does a camel run in comparison to a horse. And so, your patients tell you many things and your tendency is to put your meaning upon the patient’s words. I told this the other day, but I will tell it again.",1,0.34864988979107087
"How many of you can cook? Suppose you are on a camping trip, let us say in Northern Illinois or Wisconsin, and you decided to have fish for dinner. How would you cook them? And suppose you raided a farmer’s cornfield and got a few ears of corn. How would you cook them? Well, I’ll tell you the most delicious way to do it. You catch a fish, and you eviscerate it. You don’t scrape off the scales, you wrap it in plantain. That is a weed with wide leaves and it’s non-poisonous.",3,0.339410830217434
"Having wrapped the fish in plantain leaves, you take some nice mud from the river bottom and make a nice round ball, with the ends thinner than the rest of the ball. Then you drop it in the campfire, and when the ends of the ball blow out, you know the fish is cooked. You roll the ball out of the fire and you crack it and it splits apart. All the scales, and the fins, and the tail all stick to the plantain leaves and you just have the fish cooked in its own juices. And they are delightful just add a little salt, and you have an Olympian feast ahead of you.",2,0.4040130809600079
"And if you happen to catch a quail, you eviscerate it. Wrap it very carefully in a ball of mud and drop it in the campfire. When the two ends blow out with steam, crack the ball, and all the feathers and skin stick to the dried mud. There you have the quail neatly roasted in its own juices. Add a pinch of salt and it is a wonderful meal.",7,0.591671916837312
"There are other ways of cooking quail, but my preference is that. And for roasting ears of corn: Encase them in mud and you put them in the fire for a reasonable length of time. Crack open the ball of mud which takes the husk away, and you have your corn nicely cooked. I know, I’ve done it. All of you know that there are various ways of preparing corn, and there are various ways for each individual to react to every situation. Now here’s a picture of which I am very fond.",0,0.45230543793015626
Let her see it. Read it aloud.,8,0.6999643009056797
Pass it around.,3,0.5499999998224245
"All right. Jim was a high school graduate and a very idealistic young man. Gracie was a classmate, and also a very idealistic young woman. Jim was drafted for the war in Vietnam. He was serving in Vietnam in noncombat duty. In a truck accident, he had his spinal column broken and his spinal cord severed.",1,0.30661765106359784
"He returned to the Veteran’s Hospital in a wheelchair suffering from convulsive pain about every five minutes, night and day. The Veteran’s Administration operated on Jim to relieve him of his pain, but that didn’t work. In fact, that made his pain worse. And then they operated on him a second time, and that served no purpose at all. They were planning on doing a third operation to relieve him of that convulsive",7,0.3653830644915637
"You stand over there on that rug. Stand up straight; look straight ahead, your hands beside you. And, Jim, here is a heavy oak cane. I used it when I walked. It’s a heavy oak cane. You take it. If you see me doing anything you don’t like, clobber me with it.",0,0.4996825925519297
Clobber means “hit.”,3,0.6999999999597447
"An oak cane, a long stick that you use when you walk.",7,0.41612179224863977
"Gracie, I’m going to do something to you that you won’t like — to which you will object very strenuously. I will stop doing it just as soon as you go into a hypnotic trance. Now you don’t know what hypnosis is, nor what a hypnotic trance is, but in the back of your mind you know what it is. So you stand there and if I do something offensive to you, you can know that I’ll stop just as soon as you are in a trance.",2,0.4625955326654518
Where is your hometown? What high school did you go to? Name some of your classmates. How do you like Arizona weather? A few things like that.,2,0.4268588390881077
You heard Gracie speaking to me. Now you talk to her.,5,0.6199886113757893
"That’s right, Jim. She is in a deep trance, she can’t hear you. Ask her any question you want to. She won’t hear you.",4,0.6351833763320999
"Gracie, how many students were there in your high school?",2,0.4199960238485468
Lift Gracie’s hand.,3,0.5250021760796576
"Gracie, stay in a deep trance, but open your eyes and walk from that rug to over there to that chair. And when you sit down in the chair, close your eyes. Then awaken, open your eyes and start wondering.",4,0.3549100281735758
Look up at the clock. What time is it?,2,0.42796138484817936
That’s right. You came in at nine o’clock and you had a convulsion of pain. You haven’t had any more convulsions.,1,0.350773145920347
How did you like that pain? You were free of it for 20 minutes.,8,0.3448642277616581
"I don’t blame you. Now Jim, you look at Gracie. Gracie, you look at Jim. And, Gracie, as you look at Jim you will go slowly into a deep trance. And as you look at Gracie going into a deep trance, Jim, you will go into a trance.",4,0.69632462878333
"Jim, pain is a warning that the body gives. It is like an alarm clock that awakens you in the morning. You awaken, and you turn off the alarm. Then you proceed with preparing for the day’s work.",1,0.45861627180156517
"All right Jim, and you listen, Gracie. Jim, when you feel pain beginning, you just turn off the alarm, and let your body go about the day’s work of comfort, and anything else that needs to be done.",2,0.23727971579306695
"And listen well to me Gracie, because Jim doesn’t have to see me all the time. Since you are his wife, when Jim feels pain coming on, he can ask you to sit down. He can look at you and you can look at him, and you both will go into a trance. After you are in a trance, Gracie, you can repeat some of the things I am going to teach you right now.",4,0.3663917884099252
"Are you sitting down, Gracie? All right, I’m going to hang up. You and Jim stay in a trance for 15 minutes. You say whatever is necessary to Jim, and Jim, you will listen to what Gracie says. At the end of 15 minutes, you can awaken.",1,0.38588654449480864
"Now what people don’t know... it’s infinite ... things that they actually do know but believe that they don’t know. Most of you think that you cannot induce anaesthesia. Let me give you an example: You go to college, and there is one professor who lectures in a monotonous tone of voice. You are not interested in the course and never will be. He drones on and on, and you wish the old buzzard would drop dead. You don’t have any real hope that he will. He drones on and on. You are sitting in a hard wooden chair — your bottom aches and your back aches, your arms ache and you squirm around trying to find a comfortable position. The time on the clock seems to have stopped and the hour goes on and on forever. Finally, the old buzzard dries up. You stand up gratefully and shift around to get your body feeling comfortable. The very next day, you sit in the same chair and you like that professor. He is talking about something that interests you. You lean forward and you listen, open-eyed and open-eared. That hard wooden chair doesn’t hurt your bottom, doesn’t make you ache. And that clock seems to be running too fast for you because the hour is too short. The lecture is over almost before it begins. And you’ve all had that experience. You produce your own anaesthesia.",0,0.34171129735764
"I’m going to hurt you, I’m going to hurt you, I’m going to scare you, I’m going to scare you, I’m going to hurt you, I’m going to scare you, I’m going to hurt you.",1,0.5982865610454259
"I want to help you, I want to help you, I want to help you, but I’ll scare you, I’ll scare you, I’ll hurt you, but I want to help you, but I’ll scare you, I want to help you.",1,0.8922075774808483
"I’m going to help you, I’m going to help you, I’m going to scare you, I’m going to ask you to turn over mentally, just mentally, not physically, turn over mentally, not physically, turn over mentally, not physically, I’ll hurt you, I’ll scare you. I’ll help you if you turn over mentally, not physically.",8,0.37284026383005603
"I want you to feel a mosquito bite on the sole of your right foot, biting, biting, it hurts, it itches, it’s the worst mosquito bite you’ve ever had, it itches, it hurts, it’s the worst mosquito bite you’ve ever had.",0,0.8130863863634944
"That’s all right, that’s all right. That numbness is creeping up over your ankles, creeping up over your ankles; it’s creeping up your leg, over your calf; it’s creeping slowly up to your knee. Now it’s creeping up your knees and up your thigh, almost halfway, now it is halfway, now it is halfway, now it is all the way up your hips and then it is going to cross over to your left hip and down your left thigh, slowly over your left knee and down, down, down to the sole of your left foot. And now you are numb from your hips down.",3,0.607000849377739
"And now that numbness is going to creep up your left side, slowly, slowly to your shoulder, to your neck and then down your arm, all the way to your fingertips. Then it will start creeping up your right side under your arm, and up over your shoulder, and down clear to your fingertips. And now I want the numbness to start creeping up your back, slowly up your back, higher and higher until it reaches the nape of your neck.",4,0.3297071720842001
"And now we will have the numbness creeping up towards your umbilicus, still higher and I’m awfully sorry, I’m awfully sorry, I’m awfully sorry, but when it reaches the surgical wound where the right breast was, I can’t make that numb... completely numb. That place where the surgery was done will feel like a very bad itchy, mosquito bite.",0,0.4619789578351676
You can distort time hypnotically so that each day would seem to be very short. It would seem to be a short time between my visits.,0,0.6698999798915894
"Now, I’m going to put a girdle on you, and you will feel a tighter and tighter and tighter girdle. It will hold your hips together very strongly.",0,0.35000024036777694
It would make it awkward for you to walk and you won’t really be able to move your thighs very well. You will have to walk from the knee down.,0,0.8056704796208571
"All right, I will have to treat that pain.",7,0.5250395746420716
Go to sleep.,4,0.5499993057119368
"Now, I am going to take their pain and your pain away.",7,0.6200000830237604
"Madam, as I look at your eyes, the pupils are dilating and contracting steadily, and your facial muscles are quivering. So I know you are suffering constant pain — constant, stabbing, pulsating pain. I can see it with my eyes. Now tell me, Madam, if you saw a lean, hungry tiger in the next room, slowly walking into the room and eyeing you hungrily and licking its chops, how much pain would you feel?",7,0.2984900375709857
"Certainly, but I will have to tell your doctor.",6,0.5249996020334482
"I had Gracie literally memorize what I said about an alarm. You awaken, you turn off the alarm, you alter your activities, and do the right things for that day. If you are Catholic, you eat fish. That is one of the right things to do. Since he was building a house and helping cultivate a farm, that was the right thing to do.",1,0.543626401211382
Jim was very spastic. I didn’t mention that. The spasticity disappeared when I started poking his wife’s breasts. All the attention became spastic attention. I didn’t mind that and he didn’t.,8,0.3102669916661104
"There hasn’t been enough experimental work done. But what I do know is that Fred K. heard me lecture in Twin Falls, Idaho. Fred K. was a leading surgeon there. He is a very progressive surgeon. He decided Twin Falls needed a medical society. So he organized a medical society. And then he decided that the city needed a hospital, so he started a drive for a community hospital. Then he decided that they should have a professional building for offices. He is a moving power in Twin Falls.",7,0.3156077069764639
"He refused to accept a professorship unless he was allowed to work with the surgical department. So, Fred would use hypnosis with every other patient he operated on to try to promote the healing of the surgical wound. And the patients on whom he used hypnosis to speed the healing process all healed their wounds faster than the other patients. That much I can tell you.",1,0.4960254510086494
Have you quit smoking?,9,0.36666694583120574
"All right. In 1930, I saw Dr. Frank S. He had Raynaud’s Disease. And he insisted on smoking. He liked inhaling cigarettes. He wanted to know what to do about his Raynaud’s Disease. I said, ""You are stuck with it."" ""I don’t think you should go to cold country."" He was offered the superintendency of the State Hospital in Augusta, Maine. Frank said he wanted that job. I said, ""Well, every time you feel your fingers cold, see if you can set, mentally, a little fire in your little fingertip."" And Frank is a bit older than I—no advancement of the disease.",6,0.23131784732202537
"So set a fire there every now and then, mentally.",8,0.3666665617959147
"If you could think right now of what I could think, it would make your face turn red. Now, you know that you have capillary control in the face?",3,0.2969727186533729
"In your arms? You have had goose bumps there before. When you go from warm weather to zero weather, you get goose bumps there and all over your body. I hope that you’ve had the experience of stepping into the bathtub when the water was too hot and discovering that you had a lot of goose bumps on your legs because there is an overflow from the heat receptors to the cold receptors. Now you can blush with your feet as well as your face. You have found out that you can set a fire in your face. And thanks for the demonstration.",0,0.524192190549733
"Now, how deep a trance do you need for psychotherapy? You haven’t been very attentive because I’ve been going in and out of a trance while I have been talking to you. I’ve learned how to go into a trance and I can discuss something with you and watch that rug rise up to this level. It is a much smaller rug. And I can talk to you about Jim and Gracie, the hungry tiger or anything else, and all you notice is that I am a bit slower in my speech. I can go in and out of a trance without any of you knowing it.",2,0.467964263276472
"All right. I was lecturing on hypnosis, I think somewhere in Indiana. And a man, six-feet, six-inches tall, all bone and muscle and very proud of it, came up to me to shake hands. I saw that bone-crusher hand approaching me, so I got hold of it first.",0,0.5512776583382112
"Then he told me his neck name was “Bulldog” and whenever he got an idea he held onto it and nobody could take it away from him. He said, “Not a single man in the whole world could put me in a trance.” I said, “Would you like to find out the contrary He said, “There is not a single man — nobody can hypnotize me.” I said, “I would like to prove it to you, and have you meet the man who can hypnotize you.” He said, “You are on. Bring him on.” I said, “Now, tonight when you go to bed in your hotel room, take an hour at seven or eight o’clock. Get into your pajamas and sit down in a chair in front of your mirror, and look at the man who is going to put you into a trance.”",1,0.44022730329836096
"Joan, you were my patient in 1950. Your contact with me then should have told you to have enough sense to call me again. The book you have been reading is probably by (Erickson names a lay hypnotist). All his books on self-hypnosis are nothing but trash. What you have been trying to do is consciously tell yourself what to do and how to do it. You are making the whole thing conscious. Now if you want to go into an auto hypnotic trance, set your alarm clock to ring in 20 minutes. Set it on your dresser, and sit down and look at your image in the mirror.",1,0.36184423253462206
"In other words, you don’t tell yourself what you are going to do in a trance state. Your unconscious mind knows an awful lot more than you do. If you trust your unconscious mind, it will do the autohypnosis that you want to do. And maybe it has a better idea than you have.",5,0.6695934009546801
그 노인은 결국 나를 찾아와 이렇게 말했습니다. '밤새도록 잠을 이루지 못하고 이리저리 뒤척이며 잠들려고 애를 씁니다. 두 시간 이상 자본 적이 없어요. 대개 새벽 5시쯤 잠들어서 7시면 깨어납니다.',9,0.8199999999239781
"All right, now you want correction of your insomnia. All you have to do is do what I say. You say you and your son divide up the housework. How do you divide it up?",1,0.7676380542018071
What do you hate doing most?,7,0.6999991528523942
"All right, I have a remedy in mind for you. It will cost you eight hours of sleep. Do you think you can afford the loss of eight hours of sleep?",4,0.6099988426725627
"Tonight when you go home, you take a jar of Johnson’s Floor Wax and a rag, and you polish the floor all night long. You polish it until the time you usually get up in the morning. Then you go about the day’s work. You will have only lost two hours sleep. And the next night, start waxing the floor at bedtime. Wax it all night long and go to the office on time. That will be a total of four hours sleep lost. The next night you polish the floors all night long and lose another two hours of sleep.",1,0.6600384837337968
"You have an illuminated dial clock. If you can read the time of night on that clock 15 minutes after you go to bed, you polish the floor all night long.",1,0.7764745037110344
"So you would like to sleep? And you are still bemoaning the fact that you have never read Dickens. Well, buy a set of Dickens.",1,0.4383227727496483
"Now, I want to know the interior of your house. So you have a fireplace and a mantelpiece over the fireplace",4,0.5273914671438131
You get an electric light and you put it on the mantelpiece and you put a volume of Dickens on the mantelpiece and you stand there from 10:30 until five in the morning and you read Dickens. That way you will catch up on all your literary aspirations.,1,0.5800466727596388
All right.,6,0.5499767615438048
"All right, get a clock with an illuminated dial, and if you can read the time of night on that clock 15 minutes after you go to bed, you get up and stand at the mantelpiece and read Dickens. And now that you have read some of Dickens, you will discover lots of ways of finding time to read Dickens.",1,0.4907575497680689
"You are a very religious woman, are you not?",1,0.5499907907198545
Give me your absolute promise that you will do a few simple things I will ask of you.,5,0.3499987610142706
"Keep your matches in the basement. You live in a two-story house with an attic. Do as much smoking as you wish. Keep your matches in the basement and your cigarettes in the attic. When you want to smoke, go down to the basement and take a match out of the box and leave it on top of the box. Run up to the attic and get a cigarette; go down to the basement and light it. That way you will get a lot of exercise.",6,0.606747826914908
"And you say you like to nibble. Now what would you like to do — run around the house, outside of it? Run so many laps and come in and eat whatever you want to?",2,0.3913838056573467
"All right. Of course, when you bake a cake you cut it into so many thin slices. For every slice you eat, you will run all the way around the house as fast as you can, and eat your thin slice of cake. If you want a second, you will run twice as many times around the house.",4,0.44374616678328566
You live on a farm in Michigan. How do you heat the house? How do you do the cooking?,4,0.4200003584862035
Where do you get your fuel?,0,0.1
What trees do you cut down?,3,0.3666671663846553
"From now on, you will cut down elm trees. When you cut down elm trees and saw them into blocks, to split them you drive your axe in and take it out, then drive it a little bit further. You have to drive it all the way, the full length of the block, before the block will separate into two parts. It is the most awful wood there is to split. And splitting one elm block is equal to splitting a dozen oak blocks.",7,0.5371656567062345
"Now, when you lose your temper, take your axe and go split the hell out of that block of elm, and you will have all your energy drained from you.",7,0.42000110479743824
"That is what my family says: “Why do your patients do the crazy things you tell them to do?” I say, “I tell it to them very seriously. They know I mean it. I am totally sincere. I am absolutely confident that they will do it. I never think, ‘will my patients do that ridiculous thing?’ No, I know that they will.”",6,0.28657563664528285
"I told him so at the end of the hour — that he had no intention of quitting, and could I call his wife up and tell his wife that he was a born loser. Maybe if I did that she would get off his back and stop nagging him about quitting smoking.",1,0.41398605548926687
I’m sorry to tell you that your husband is a born loser. So would you please keep off his back and quit nagging him. He doesn’t want to quit smoking and he isn’t going to quit.,9,0.2384621821454809
"Yes, crying is a very childish thing. How often do you cry?",1,0.6999844103043047
"All right, tomorrow you have got to take your children to the pediatrician. You are going to cry all the way there and all the way back. I suggest that crying is a childish thing, so replace it with another childish thing that is not noticeable. Get hold of a cucumber pickle about that size and nurse it all the way to the doctor’s and all the way back.",1,0.4585654259609314
"That was your responsibility, not mine. Now I will give you another task to do. This afternoon, I want you to climb Squaw Peak and come in tomorrow and report.",1,0.5545422741545387
"Well, your husband ought to be your husband, and not the husband of his mother.",1,0.7135226466444657
"I don’t think that is very courteous on the part of your mother-in-law to show up at your front porch at four in the afternoon and demand a dinner. So the next time she shows up, prepare the dinner. When it comes time to sit down, don’t. Explain that you have an urgent appointment that evening. I don’t care where you go — it can be to the parking lot or a movie. And don’t come home until eleven o’clock.",7,0.3789980033902492
"Well, dinner guests who vomit on the dining room carpet, or help others to do it, should not be given a special dinner any time.",1,0.5185913314338793
"Your husband wants to take you there. Let him do so. When you come back, tell me how you enjoyed it.",6,0.5857049942304128
Your husband is a lawyer and he ought to know the law about child abuse. I think that is child abuse and I think that the law would hold you responsible also for any further child abuse.,1,0.5228585491044231
