pattern_id,state,state_label,output
ERICKSON_UTILIZATION_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"Do start now. Now, how do you feel about my re-introducing the trance state?..."
ERICKSON_PRESUPPOSITION_TRUISM,RAPPORT,Rapport Building (라포 형성기),It surprised you. Did you realize you could go into a trance that quickly?...
ERICKSON_NEGATIVE_SUGGESTION_AND_PRESUPPOSITION,ACTION,Call to Action (행동 촉구기),You have been learning over the past couple of days. Did you realize you could stand up in front of ...
ERICKSON_POST_HYPNOTIC_REORIENTATION,RAPPORT,Rapport Building (라포 형성기),"And now for the rest of the afternoon, I would like to have you feel rested and refreshed, as if you..."
ERICKSON_PSEUDO_SCIENTIFIC_VALIDATION,RAPPORT,Rapport Building (라포 형성기),Hi! I think it is interesting to give your body time to awaken even after your mind is awake. If you...
ERICKSON_SOCIAL_CLOSURE,RAPPORT,Rapport Building (라포 형성기),정말 감사합니다....
ERICKSON_TRUISM_AND_INQUIRY,RAPPORT,Rapport Building (라포 형성기),"Now, everybody here in the audience knows that when I said, “Thank you so much,” I was dismissing th..."
ERICKSON_CONFUSION_TECHNIQUE,RESISTANCE,Resistance Bypassing (저항 우회기),"Yes, I can bring about a state of confusion in a person. There was that poor, unfortunate soul who w..."
ERICKSON_RAPPORT_AND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"Now I am going to call on another subject—a very delightful subject. Mary, you are somewhere in the ..."
ERICKSON_TAG_QUESTION_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"You are a very good singer, aren’t you?..."
ERICKSON_SUBJECTIVE_INQUIRY,RAPPORT,Rapport Building (라포 형성기),What is your personal opinion?...
ERICKSON_RATIFICATION_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Now, that settles it, and why don’t you enjoy it?..."
ERICKSON_CHALLENGE_GENERALIZATION,RAPPORT,Rapport Building (라포 형성기),Even these?...
ERICKSON_TRUISM_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),"You really don’t know, but you are nervous...."
ERICKSON_NONVERBAL_OBSERVATION,RAPPORT,Rapport Building (라포 형성기),Something about an audience that is inhibiting. Do you see what you have just done? You have crossed...
ERICKSON_UTILIZATION_DISPLACEMENT,RAPPORT,Rapport Building (라포 형성기),"You are resisting. Now, do you really need to hang onto that chair?..."
ERICKSON_PHYSICAL_PACING_AND_CHOICE,RAPPORT,Rapport Building (라포 형성기),Feet on the floor. Hands on your lap. Do you need to hang one hand under the other?...
ERICKSON_REFRAMING_COMMUNICATION,RAPPORT,Rapport Building (라포 형성기),"Now, so many of the audience members think that they must tell their patients so meticulously, so po..."
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"I didn’t even ask you to quit. Isn’t that correct? Instead, you told me how to quit: hands on your l..."
ERICKSON_VALIDATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),But aren’t you entitled to that reaction when you are called on unexpectedly?...
ERICKSON_PACING_AND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"I hope so, too. Now, one of the questions I would like to ask you is this: When you sing before an a..."
ERICKSON_PACING_AND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"When the character is completely disguised, then you don’t. What do you mean by “disguised”?..."
ERICKSON_YES_SET_PACING,RAPPORT,Rapport Building (라포 형성기),So that you are not recognizable?...
ERICKSON_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),You certainly would be!...
ERICKSON_MINIMAL_ENCOURAGER,RAPPORT,Rapport Building (라포 형성기),Uh-huh....
ERICKSON_OPEN_INQUIRY,RAPPORT,Rapport Building (라포 형성기),All right. What kind of an audience could you sing to?...
ERICKSON_TRUISM_PACING,RAPPORT,Rapport Building (라포 형성기),You haven't....
ERICKSON_ROLE_PLAY_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),You are the evil witch who can face [inaudible]. How would you like to speak to an audience of witch...
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"I know it isn’t, but someone has to take that honor...."
ERICKSON_PARADOXICAL_SUGGESTION,RESISTANCE,Resistance Bypassing (저항 우회기),"You are not trying hard enough, because I can see the witches there. The best way is to close your e..."
ERICKSON_UTILIZATION_AND_TRANSFER,RAPPORT,Rapport Building (라포 형성기),"All right, let’s be more tangible. Have you always known that you appreciated that particular qualit..."
ERICKSON_ANECDOTAL_CONFUSION_AND_SEARCH,RESISTANCE,Resistance Bypassing (저항 우회기),"You're feeling great. You know, I am tone deaf and I used to date a girl who loved to sing. And she ..."
ERICKSON_YES_SET_FUTURE_PACE,RAPPORT,Rapport Building (라포 형성기),"That’s right! The masculine form of witch is warlock. That’s right. The next time you sing, would yo..."
ERICKSON_INTERRUPTED_PATTERN_AND_PRESUPPOSITION,RESISTANCE,Resistance Bypassing (저항 우회기),"I think it would be great, too. And you can really run the range of all the tones of which you are c..."
ERICKSON_CHALLENGE_AND_DISRUPTION,RAPPORT,Rapport Building (라포 형성기),But not likely. Do you think it is possible for you to get a compliment like that in front of an aud...
ERICKSON_METAPHOR_PRESUPPOSITION,METAPHOR,Metaphor Insertion (은유 삽입기),"You can see there are warlocks in this room, and if they happen to bring their spouses, the witches,..."
ERICKSON_PACING_AND_FOCUS,RAPPORT,Rapport Building (라포 형성기),Are you right- or left-handed?...
ERICKSON_INDIRECT_CHALLENGE,RAPPORT,Rapport Building (라포 형성기),Can you write with your left hand?...
ERICKSON_UTILIZATION_TASK,ACTION,Call to Action (행동 촉구기),You feel pretty much held back. Would you mind writing me a left-handed letter?...
ERICKSON_REFRAMING_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),Would you comment in the letter about how much you enjoyed singing to that bunch of warlocks and wit...
ERICKSON_FUTURE_PACING_QUESTION,RAPPORT,Rapport Building (라포 형성기),How will you address it?...
ERICKSON_INTERROGATIVE_ENGAGEMENT,RAPPORT,Rapport Building (라포 형성기),What was he called in Faust?...
ERICKSON_INTERROGATIVE_REDIRECTION,RAPPORT,Rapport Building (라포 형성기),No. Somebody else. Do you like Faust?...
ERICKSON_DISSOCIATIVE_TASK,ACTION,Call to Action (행동 촉구기),"Now suppose you write a left-handed letter to Methuselah Erickson, telling me how much you enjoyed s..."
ERICKSON_POST_HYPNOTIC_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Put your hand where you are going to feel an awful lot of comfort as you sing. It is a nice feeling,..."
ERICKSON_META_COMMENTARY,RAPPORT,Rapport Building (라포 형성기),"You know, I think it is an awfully important thing for anybody who uses hypnosis to have a number of..."
ERICKSON_CONTRAST_ANALOGY,METAPHOR,Metaphor Insertion (은유 삽입기),"Now, in the psychological laboratory, you learn that by combining 15 or 16 stimuli, you can build up..."
ERICKSON_PACING_AND_LEADING,RAPPORT,Rapport Building (라포 형성기),"Mary, if you stop to think it over, I have taken you cold before a strange audience. I’d like to hav..."
ERICKSON_SOMATIC_BRIDGE,RAPPORT,Rapport Building (라포 형성기),"And when I mentioned your midriff in front of this group, when I asked where you felt..."
ERICKSON_PRESUPPOSITION_CHANGE,RAPPORT,Rapport Building (라포 형성기),Could you have done that yesterday?...
ERICKSON_TIME_DISTORTION_PROBE,RAPPORT,Rapport Building (라포 형성기),What is the difference between yesterday and today?...
ERICKSON_CONFUSION_AND_UTILIZATION,RESISTANCE,Resistance Bypassing (저항 우회기),"You are feeling so much more relaxed. And, really, you can’t tell whether that relaxation is in your..."
ERICKSON_REFRAMING_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),"As if you’re feeling embarrassed again, but this time feeling warm without the embarrassment...."
ERICKSON_LITOTES_TRUISM,RAPPORT,Rapport Building (라포 형성기),"When you stop to think of it, the audience doesn’t look half bad...."
ERICKSON_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),What do you suppose you will do before you go to bed tonight?...
ERICKSON_MINIMAL_CUE,RAPPORT,Rapport Building (라포 형성기),What else?...
ERICKSON_TEMPORAL_BINDING,RAPPORT,Rapport Building (라포 형성기),Sometime before you go to bed and after you eat dinner tonight....
ERICKSON_UTILIZATION_TRUISM,RAPPORT,Rapport Building (라포 형성기),"That is right, you don’t really know. Would you like to have me tell you?..."
ERICKSON_POST_HYPNOTIC_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Remember, Methuselah can tell you alot of things. I think you are going to be surprised by having so..."
ERICKSON_CHALLENGE_AND_CONFUSION,RESISTANCE,Resistance Bypassing (저항 우회기),You can’t tell. Can you stand up?...
ERICKSON_PRESUPPOSITION_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),You have a saddle block. How does it feel to develop a saddle block that easily and that quickly? Yo...
ERICKSON_PRESUPPOSITION_REINFORCEMENT,RAPPORT,Rapport Building (라포 형성기),No effort at all to develop a saddle block. Does it surprise you to know the capacity you have in al...
ERICKSON_UTILIZATION_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),Now I am going to do the opposite to you of what you have been doing to yourself. In the past you ha...
ERICKSON_UTILIZATION_RAPPORT,RAPPORT,Rapport Building (라포 형성기),All right. Your wishes are my command....
ERICKSON_POSITIVE_REFRAMING_AND_SUGGESTION,ACTION,Call to Action (행동 촉구기),"Isn’t it delightful to see them? Take a good look at that audience, and enjoy every bit of it—all un..."
ERICKSON_PRESUPPOSITION_TASKING,ACTION,Call to Action (행동 촉구기),"You have a task to do before you go to bed tonight. Before you go sound asleep, you have to reward y..."
ERICKSON_PRESUPPOSITION_FUTURE_PACING,RAPPORT,Rapport Building (라포 형성기),And who will hear it first?...
ERICKSON_INDIRECT_SUGGESTION,ACTION,Call to Action (행동 촉구기),It will probably lift him right off his chair. Thank you very much....
ERICKSON_UNCONSCIOUS_TRUST,RAPPORT,Rapport Building (라포 형성기),It would be easier if I could hear the tape recording of it. I play things by ear....
ERICKSON_UTILIZATION_INTERNALIZATION,RAPPORT,Rapport Building (라포 형성기),Why did I bring about that saddle block [anesthesia]? Do you suppose that saddle block was a very co...
ERICKSON_UNCONSCIOUS_PROCESS,RAPPORT,Rapport Building (라포 형성기),"I worked with Mary for Mary’s benefit, not for the benefit of the audience. I want Mary to mull it a..."
ERICKSON_AUTHORITATIVE_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"No, it would not be good for her. I have already set up the situation for her in terms of what she i..."
ERICKSON_UTILIZATION_AND_CONTROL,RAPPORT,Rapport Building (라포 형성기),"Not necessarily. After helping her to become comfortable, what did I do? I tightened her up. If she ..."
ERICKSON_CLIENT_EMPOWERMENT,RAPPORT,Rapport Building (라포 형성기),"Mary, do you think I handled that situation correctly?..."
ERICKSON_THERAPEUTIC_PROTECTION,RAPPORT,Rapport Building (라포 형성기),Her answer brings up a beautiful point I always like to emphasize. You are always exceedingly carefu...
ERICKSON_UTILIZATION_REINFORCEMENT,RAPPORT,Rapport Building (라포 형성기),That is one of the nicest questions that .. has been asked. Would you come up please?...
ERICKSON_INDIRECT_SUGGESTION_THOUGHT,ACTION,Call to Action (행동 촉구기),"While I was looking at you, do you know what I was thinking? I was thinking, There is a woman I woul..."
ERICKSON_PRESUPPOSITION_QUERY,RAPPORT,Rapport Building (라포 형성기),How good a subject to you think you are?...
ERICKSON_UTILIZATION_QUANTIFICATION,RAPPORT,Rapport Building (라포 형성기),You’re too scared. How scared are you?...
ERICKSON_SOCIAL_MODELING,RAPPORT,Rapport Building (라포 형성기),Would you like to follow Mary? What did she do to go into a trance?...
ERICKSON_CHALLENGE_PERCEPTION,RAPPORT,Rapport Building (라포 형성기),| asked her to close her eyes and she went into a trance. Is that really correct?...
ERICKSON_PRESUPPOSITION_INTERROGATIVE,RAPPORT,Rapport Building (라포 형성기),Do you suppose that was why you were able to ask that awfully important question?...
ERICKSON_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),How did you know if being left-handed or right-handed pertained to Mary’s trance?...
ERICKSON_PRES_TRUISM,RAPPORT,Rapport Building (라포 형성기),Have you ever been right- or left-handed?...
ERICKSON_TRUISM,RAPPORT,Rapport Building (라포 형성기),You can write with your left hand....
ERICKSON_UTILIZATION_FEEDBACK,RAPPORT,Rapport Building (라포 형성기),"Not too well, but you told me that when you asked the question...."
ERICKSON_UTILIZATION_REFRAME,RAPPORT,Rapport Building (라포 형성기),That is why it was the most delightful question you ever asked me—because you told me so much. Right...
ERICKSON_IDEOMOTOR_INDUCTION,RAPPORT,Rapport Building (라포 형성기),"I took hold of Mary’s hand like this, remember? And it stayed right there, and then I asked her to c..."
ERICKSON_IDEOMOTOR_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),Slowly your right hand moves over to where your left hand should be by now... . slowly past the midl...
ERICKSON_IDEOMOTOR_VALIDATION,RAPPORT,Rapport Building (라포 형성기),"Yes, it’s moving. And it is all right for you to know that it is moving. You don’t have to keep it a..."
ERICKSON_INTERROGATIVE_RATIFICATION,RAPPORT,Rapport Building (라포 형성기),Did I give you any help?...
ERICKSON_UNCONSCIOUS_VALIDATION,RAPPORT,Rapport Building (라포 형성기),You don’t know. What is happening?...
ERICKSON_UTILIZATION_QUESTION,RAPPORT,Rapport Building (라포 형성기),Why do you keep your hands up there?...
ERICKSON_SHOCK_QUESTION,RESISTANCE,Resistance Bypassing (저항 우회기),Are you in the habit of having strange men lift your arms up?...
ERICKSON_INTERROGATIVE_SUGGESTION,ACTION,Call to Action (행동 촉구기),Can you keep your eyes open?...
ERICKSON_PHYSIOLOGICAL_PACING,RAPPORT,Rapport Building (라포 형성기),Did you watch her face and notice that there has been an ironing out of her facial expression? Did y...
ERICKSON_TRUISM_UNCONSCIOUS_AWARENESS,RAPPORT,Rapport Building (라포 형성기),"You never thought about it. You never thought about it, and yet you spoke about it here...."
ERICKSON_PACING_LEADING,RAPPORT,Rapport Building (라포 형성기),"I know what you mean now, and now that feeling is coming back, isn’t it?..."
ERICKSON_PRESUPPOSITION_PROCESS,RAPPORT,Rapport Building (라포 형성기),How did it come back to you?...
ERICKSON_UNCONSCIOUS_AUTONOMY,RAPPORT,Rapport Building (라포 형성기),You don’t know how it came back....
ERICKSON_PRESENSORY_LEAD,RAPPORT,Rapport Building (라포 형성기),"You didn’t need it anymore. I touched your forehead. I was very careful about that. Now, do you noti..."
ERICKSON_UNCONSCIOUS_ASSOCIATION,RAPPORT,Rapport Building (라포 형성기),The question that you asked is so important. I got the accidental information from Mary that once sh...
ERICKSON_PRESUPPOSITION_LINKING,RAPPORT,Rapport Building (라포 형성기),"How did | do it? You recognized in some way, consciously, that that left-handed writing had somethin..."
ERICKSON_CHALLENGE_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),Do you want to bet that sometime in your life you won't want to go into a trance?...
ERICKSON_UTILIZATION_FUTURE_PACING,RAPPORT,Rapport Building (라포 형성기),"I don’t want to bet either. Sometime in your life you may want desperately to go into a deep trance,..."
ERICKSON_PRESUPPOSITION_COMPARISON,RAPPORT,Rapport Building (라포 형성기),Any longer than it took Mary?...
ERICKSON_UTILIZATION_ANCHORING,RAPPORT,Rapport Building (라포 형성기),"Yes, that’s right. I said that “sometime” you may be desperately eager to go into a trance. How long..."
ERICKSON_SENSORY_FOCUS,RAPPORT,Rapport Building (라포 형성기),How do they look?...
ERICKSON_PACING_AND_INQUIRY,RAPPORT,Rapport Building (라포 형성기),Except the men here. Are you disturbed in any way?...
ERICKSON_PERMISSIVE_FRAME,RAPPORT,Rapport Building (라포 형성기),Is it all right if I let you feel self-conscious?...
ERICKSON_RHETORICAL_INQUIRY,RAPPORT,Rapport Building (라포 형성기),It’s not? Don’t you think they had better learn how to deal with a self-conscious patient?...
ERICKSON_NEGATIVE_SUGGESTION,ACTION,Call to Action (행동 촉구기),I haven’t really tried to ease your self-consciousness....
ERICKSON_DIRECT_INQUIRY_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),Are you angry?...
ERICKSON_DOUBLE_BIND,RAPPORT,Rapport Building (라포 형성기),Do you mind not relieving your self-consciousness?...
ERICKSON_UTILIZATION_TRUISM,RAPPORT,Rapport Building (라포 형성기),"Sometimes when we are self-conscious, we are in pain or distress. How is your self-conscious distres..."
ERICKSON_DOUBLE_BIND_CHALLENGE,RAPPORT,Rapport Building (라포 형성기),"Because we talked about it, isn’t that right? We talked about it without any concern, without any fe..."
ERICKSON_DIRECT_INQUIRY_WITH_TEMPORAL_ANCHOR,RAPPORT,Rapport Building (라포 형성기),"Now, tell me, and be very honest. Would you like to go into a trance now?..."
ERICKSON_RATIFICATION_CONTRAST,RAPPORT,Rapport Building (라포 형성기),"You are in one right now, and that is an honest statement. It is quite different from your first sta..."
ERICKSON_META_QUESTION,RAPPORT,Rapport Building (라포 형성기),How did I manage to switch you over from “I don’t want to” to “I don’t know”?...
ERICKSON_REFRAMING_AND_RHETORICAL_QUESTION,RAPPORT,Rapport Building (라포 형성기),I put you in a learning situation. How else does one overcome resistance?...
ERICKSON_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),"While we were talking here, how many times have you forgotten the presence of the audience?..."
ERICKSON_PRECISION_INQUIRY,RAPPORT,Rapport Building (라포 형성기),"How many times, though?..."
ERICKSON_PACING_LEADING,RAPPORT,Rapport Building (라포 형성기),"In other words, you have lost your self-consciousness so much that you were just paying attention to..."
ERICKSON_MINIMAL_SUGGESTION_AUTONOMY,ACTION,Call to Action (행동 촉구기),You are not concerned about your actions. You are more concerned about them. How does it feel when I...
ERICKSON_ANALOGY_UTILIZATION,METAPHOR,Metaphor Insertion (은유 삽입기),What does a local spinal do to patients? It lessens their activity. They lose their sensation; they ...
ERICKSON_INWARD_FOCUS,RAPPORT,Rapport Building (라포 형성기),How do you feel right now?...
ERICKSON_UTILIZATION_BACKTRACKING,RAPPORT,Rapport Building (라포 형성기),Not uncomfortable....
ERICKSON_DOUBLE_BIND_PARADOX,RESISTANCE,Resistance Bypassing (저항 우회기),Do you want to bet that sometime in your life you won’t want to go into trance?...
ERICKSON_DOUBLE_BIND_CHALLENGE,RAPPORT,Rapport Building (라포 형성기),Are you going to try to prove me wrong?...
ERICKSON_PERMISSIVE_FRAME,RAPPORT,Rapport Building (라포 형성기),Thank you very much for coming up here. How much am I at liberty to tell?...
ERICKSON_PATTERN_INTERRUPT_DISTRACTION,RESISTANCE,Resistance Bypassing (저항 우회기),He's safe! How large a room is this?...
ERICKSON_INDIRECT_INQUIRY,RAPPORT,Rapport Building (라포 형성기),Do any of you who do not know this gentleman know why I asked that question?...
ERICKSON_PATTERN_INTERRUPT,RESISTANCE,Resistance Bypassing (저항 우회기),No....
ERICKSON_PATTERN_INTERRUPTION,RESISTANCE,Resistance Bypassing (저항 우회기),No....
ERICKSON_REFRAMING_SPATIAL,RAPPORT,Rapport Building (라포 형성기),"Right—claustrophobia. So what have I defined? That this is a nice, big room—a large room—one that he..."
ERICKSON_SPACE_DISTORTION,RAPPORT,Rapport Building (라포 형성기),"I put you in a great big room. But if you were in my office, I would tell you that my office is real..."
ERICKSON_SPATIAL_DISTORTION_AND_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"That's right. It could be any size, so the room could be markedly larger. Then I could point out the..."
ERICKSON_UTILIZATION_REDEFINITION,RAPPORT,Rapport Building (라포 형성기),My 12-by-12 office would get larger and larger and larger. That is exactly the technique I employed ...
ERICKSON_UTILIZATION_INTERPRETATION,RAPPORT,Rapport Building (라포 형성기),"I had admitted that my office was this small, but I had added all of the other enlargements. But I d..."
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"Of course, you can still be uncomfortable in this office even though it is as large as it is, but we..."
ERICKSON_TRUISM_QUESTION,RAPPORT,Rapport Building (라포 형성기),You saw Mary come up here?...
ERICKSON_INTERROGATIVE_SEARCH,RAPPORT,Rapport Building (라포 형성기),Do you remember one of the questions I asked her?...
ERICKSON_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),What was one of the things I called to her attention?...
ERICKSON_BODY_LANGUAGE_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),No. I called her attention to the fact that she had her legs crossed away from me and that she had h...
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"Instead of treating that resistance seriously, as if it were a desperately serious problem that had ..."
ERICKSON_PRESUPPOSITION_DOUBLE_BIND,RAPPORT,Rapport Building (라포 형성기),How large or how small a room could you be comfortable in?...
ERICKSON_INTERROGATIVE_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),It depends on the state of your mind. How high should the ceiling be?...
ERICKSON_NEGATIVE_TAG_QUESTION,RAPPORT,Rapport Building (라포 형성기),"You wouldn’t want to sit in the far corner of a restaurant, would you?..."
ERICKSON_TRUISM_AMBIGUITY,RAPPORT,Rapport Building (라포 형성기),Sometimes you would and sometimes you wouldn’t. Why?...
ERICKSON_TRUISM_PACING,RAPPORT,Rapport Building (라포 형성기),Some of the time your state of mind is okay and a large room or a small room is all right. Sometimes...
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"What information has the subject given me? He has already told me very nicely, in his own words, tha..."
ERICKSON_RESOURCE_RETRIEVAL,RAPPORT,Rapport Building (라포 형성기),What are the things you do when your nerves are alright?...
ERICKSON_UTILIZATION_QUERY,RAPPORT,Rapport Building (라포 형성기),How do you relax?...
ERICKSON_UTILIZATION_OF_NONVERBAL,RAPPORT,Rapport Building (라포 형성기),You can’t really explain it. Thanks for showing me —you crossed your legs and touched yourself....
ERICKSON_YES_SET_VALIDATION,RAPPORT,Rapport Building (라포 형성기),That's right....
ERICKSON_UTILIZATION_AGREEMENT,RAPPORT,Rapport Building (라포 형성기),Yes. Let’s protect the situation....
ERICKSON_MULTI_LEVEL_COMMUNICATION,RAPPORT,Rapport Building (라포 형성기),"I said, ""Thanks for showing me."" I asked him first, ""How do you relax?"" Well, how was he sitting? I ..."
ERICKSON_PRESUPPOSITION_QUANTITY,RAPPORT,Rapport Building (라포 형성기),How much hypnosis do you think you'll need to achieve a freedom from the disgusting qualities of fea...
ERICKSON_UTILIZATION_REFRAMING,RAPPORT,Rapport Building (라포 형성기),All right. Let’s repeat what you said. You think I will have quite a problem—I think you’re right. H...
ERICKSON_PACING_LEADING,RAPPORT,Rapport Building (라포 형성기),You have been fighting it for years. Wouldn’t it be much better to get over fighting it?...
ERICKSON_TRUISM_REFRAMING,RAPPORT,Rapport Building (라포 형성기),"I think so, too, because the longer you fight things, the longer they last. The sooner you start get..."
ERICKSON_REFRAMING_GOAL,RAPPORT,Rapport Building (라포 형성기),To cure it?...
ERICKSON_GRADUAL_APPROXIMATION,RAPPORT,Rapport Building (라포 형성기),Let’s be reasonable. Let’s lessen it first. I think that would be a much better way of starting: to ...
ERICKSON_ANECDOTE_GROWTH,METAPHOR,Metaphor Insertion (은유 삽입기),"You know, every time I go away from home for a week or more, when I come back my 13-year-old and 14-..."
ERICKSON_METAPHOR_ANALOGY,METAPHOR,Metaphor Insertion (은유 삽입기),You managed to grow quite a bit without understanding that it was due to the calcium in your milk. Y...
ERICKSON_TEMPORAL_REFRAMING,RAPPORT,Rapport Building (라포 형성기),How would that be to get rid of it five years from now?...
ERICKSON_REFRAMING_PROVOCATION,RAPPORT,Rapport Building (라포 형성기),"And, you know, one of the delights would be to ride in that elevator and have the electricity go off..."
ERICKSON_DIRECTIVE_CLARIFICATION,ACTION,Call to Action (행동 촉구기),"No, I mean to have this thing really happen—not just think about it...."
ERICKSON_INTERROGATIVE_REFRAME,RAPPORT,Rapport Building (라포 형성기),"Well, wouldn’t that be the better thing to think about?..."
ERICKSON_SHOCK_AND_DISPLACEMENT,RESISTANCE,Resistance Bypassing (저항 우회기),"You know, that is what I did to a doctor once. He was absolutely scared to get into an elevator, so ..."
ERICKSON_THERAPEUTIC_ORDEAL,ACTION,Call to Action (행동 촉구기),"Why did I do that with Hank? For a very good reason. I knew Hank, and I knew a lot of his inhibition..."
ERICKSON_PACING_LEADING,RAPPORT,Rapport Building (라포 형성기),That is right. How well do you know yourself?...
ERICKSON_PARADOXICAL_CHALLENGE,RESISTANCE,Resistance Bypassing (저항 우회기),I don’t think you should try it. You don’t know yourself well enough. Have you ever walked up to the...
ERICKSON_FRAME_MAINTENANCE,RAPPORT,Rapport Building (라포 형성기),But I still asked you a question you haven’t answered....
ERICKSON_GRADUAL_EXPOSURE_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),"Don’t you think that would be an awfully good question to think about, and then walk up to the third..."
ERICKSON_REALITY_TESTING_AND_PACING,RAPPORT,Rapport Building (라포 형성기),"Not anything—you know that. You are not willing to try anything, let’s face that fact right away. Yo..."
ERICKSON_MENTAL_REHEARSAL_AND_OVERLOAD,RAPPORT,Rapport Building (라포 형성기),There is a problem thinking it through and really understanding what it must have been like to have ...
ERICKSON_REFRAMING_DISTANCING,RAPPORT,Rapport Building (라포 형성기),"You see, a person with a phobia doesn’t really like to think about his own fears. He likes to keep a..."
ERICKSON_REFRAMING_AND_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),"Now, in the matter of using hypnosis with you, I think the best use of hypnosis with you is this: Th..."
ERICKSON_NEGATIVE_SUGGESTION_AND_REFRAMING,ACTION,Call to Action (행동 촉구기),"Certainly, there is no elevator around here. Certainly, I am not going to push you into any elevator..."
ERICKSON_TRUISM_PACING,RAPPORT,Rapport Building (라포 형성기),"I would like to tell you to close your eyes ....Close them now. All right, now you have your eyes cl..."
ERICKSON_PRESUPPOSITION,RAPPORT,Rapport Building (라포 형성기),What part of it have you noticed?...
ERICKSON_SENSORY_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),What else do you feel?...
ERICKSON_DIRECTED_AWARENESS,RAPPORT,Rapport Building (라포 형성기),What about your eyelids?...
ERICKSON_UTILIZATION_PACING,RAPPORT,Rapport Building (라포 형성기),Just that they are closed. Yet the doctor is sitting beside you; I am sitting beside you. But you no...
ERICKSON_UTILIZATION_TRUISM,RAPPORT,Rapport Building (라포 형성기),They are your eyelid quivers. The doctors are sitting beside you; I am sitting beside you; but you n...
ERICKSON_SENSORY_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),"You had your power of sensation, and you had your attention directed to your eyes. Now I would like ..."
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),You suppose you are. Do you know?...
ERICKSON_COMPLIANCE_SET,RAPPORT,Rapport Building (라포 형성기),"좋습니다. 손을 머리 위로 올리세요. 손바닥이 서로 마주 보게 하세요. 손을 합치고 깍지를 끼세요. 깍지 낀 채로 손을 아래로 내리세요. 그리고 이제, 눈을 뜨지 말고 말해 보세요..."
ERICKSON_UNCONSCIOUS_AWARENESS,RAPPORT,Rapport Building (라포 형성기),The dominant thumb is always on top. You have lived all these years without knowing you had a left-t...
ERICKSON_PRESUPPOSITION_TRUISM,RAPPORT,Rapport Building (라포 형성기),"So, you are left-thumbed. How much else don’t you know about yourself?..."
ERICKSON_UNCONSCIOUS_VALIDATION,RAPPORT,Rapport Building (라포 형성기),The most important things. Your unconscious has that knowledge. I don’t know whether you know if you...
ERICKSON_OBJECTIVE_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),"That is what I mean by doing a little objective thinking about yourself, because you have been doing..."
ERICKSON_REFRAMING_AND_METAPHOR,METAPHOR,Metaphor Insertion (은유 삽입기),"You have the same problem. Now, what is your relationship to space? You thought all the time that yo..."
ERICKSON_CHALLENGE_CHOICE,RAPPORT,Rapport Building (라포 형성기),Have you?...
ERICKSON_AGENCY_SHIFT,RAPPORT,Rapport Building (라포 형성기),What is your choice?...
ERICKSON_REFRAMING_UTILIZATION,RAPPORT,Rapport Building (라포 형성기),I didn’t ask Danny to adapt himself. I just asked him to learn something about noises. If I had trie...
ERICKSON_UTILIZATION_DISSOCIATION,RAPPORT,Rapport Building (라포 형성기),"Danny held a five-year contract in Las Vegas as a pianist, and that is a long time to hold a contrac..."
